"nom_methode_dpe","version_methode_dpe","date_etablissement_dpe","consommation_energie","classe_consommation_energie","estimation_ges","classe_estimation_ges","annee_construction","surface_thermique_lot","latitude","longitude","result_label","result_score","tr001_modele_dpe_type_libelle","tr002_type_batiment_description"
"3CL - DPE","V2012","2013-05-20",147,"C",7,"B",2009,121.16,44.067876,4.095569,"Chemin du Frigoulet 30380 Saint-Christol-lez-Alès",0.68,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-03",130,"C",30,"D",2001,109,43.630427000000005,1.445039,"17 Rue Madeleine Kahn Klein 31200 Toulouse",0.97,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-06-13",187.49,"D",8.72,"B",2012,95,43.62242,1.107836,"74 Route de Ségoufielle 32600 L'Isle-Jourdain",0.87,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-03",139.18,"C",32.57,"D",1982,53.5,44.843669,-0.632759,"19 Rue de Brantome 33700 Mérignac",0.71,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-14",177,"D",6,"B",1983,28.8,43.27715,3.514097,"1 Rue de la Conque 34300 Agde",0.43,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-08",118,"C",27,"D",2001,69.23,48.079984,-1.714044,"12 Rue François Mitterrand 35136 Saint-Jacques-de-la-Lande",0.95,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-06",441,"F",24,"D",1983,50,46.798217,1.6687509999999999,"173 Avenue d'Argenton 36000 Châteauroux",0.75,"Location","Logement"
"FACTURE - DPE","V2012","2013-05-29",34.84,"A",4.29,"A",2006,135.53,47.455482,0.695113,"La Sainterie 37390 Notre-Dame-d'Oé",0.65,"Neuf","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-15",248,"E",13,"C",1983,46.69,45.191483000000005,5.707283,"18 Rue Félix Esclangon 38000 Grenoble",0.96,"Vente","Logement"
"3CL - DPE","V2012","2013-06-05",105.27,"C",1.54,"A",2008,127.4,47.156608,5.482913,"3 Chemin des Vergers 39290 Rainans",0.77,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-22",311,"E",93,"G",1948,124,43.656347,-1.318289,"Chemin de Lucatet 40230 Saint-Vincent-de-Tyrosse",0.61,"Vente","Maison Individuelle"
"FACTURE","VERSION_2012","2013-05-21",0,"A",0,"A",1900,100,47.268473,1.8715490000000001,"4 Rue de la Tuilerie 41320 Mennetou-sur-Cher",0.72,"Vente","Logement"
"3CL - DPE","V2012","2013-05-21",286,"E",86,"G",1935,40,45.422661,4.391379,"56 Boulevard Daguerre 42100 Saint-Étienne",0.86,"Vente","Bâtiment collectif à usage principal d'habitation"
"3CL - DPE","V2012","2013-06-04",130,"C",31,"D",1974,58.5,45.142687,4.12231,"29 Rue du Colonel de Turenne 43200 Yssingeaux",0.83,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-13",215.21,"D",7,"B",2005,19.05,47.206613,-1.579469,"82 Boulevard Saint Aignan 44100 Nantes",0.57,"Location","Logement"
"FACTURE - DPE","V2012","2013-05-07",324.85,"E",90.31,"G",1977,57.18,50.283954,3.057259,"Le Bois de la Source 59151 Hamel",0.47,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-26",368,"F",63,"F",1948,89,44.504796999999996,1.1835309999999999,"1 Rue Georges Brassens 46220 Prayssac",0.94,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-21",128,"C",30,"D",1989,80.39,44.277941,0.8823719999999999,"Rue de Picadou 47470 Beauville",0.56,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-07-16",370,"C",104,"D",1947,187,44.5024,3.2716,"Saint-Bonnet-de-Chirac",0.38,"Vente","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation"
"Méthode Facture",,"2013-05-24",244,"E",50,"E",1947,93,47.318757,-0.40624899999999997,"7 Rue de l'Aubance 49320 Brissac Loire Aubance",0.64,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-14",83.87,"N",2.73,"N",1948,79,49.468209,-1.4165450000000002,"La Bigoterie 50310 Saint-Cyr",0.73,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-24",0,"N",0,"N",1947,18.5,49.223132,3.9874699999999996,"4 Rue de l'Ancien Château 51430 Bezannes",0.87,"Location","Logement"
"Méthode Facture",,"2013-06-24",0,"N",0,"N",1947,104,48.491974,5.067806,"1 Rue de la Fontaine 52300 Maizières",0.93,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-28",184,"D",6,"B",1947,109,47.924593,-0.680309,"La Petite Morliere 53170 Villiers-Charlemagne",0.67,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-23",328,"E",18,"C",1989,48.9,48.700897999999995,6.166174,"3 Rue de Liege 54000 Nancy",0.51,"Location","Logement"
"Méthode Facture",,"2013-06-04",0,"N",0,"N",1947,90,48.53672,5.666894,"4 Rue de la Chevrollee 55140 Maxey-sur-Vaise",0.77,"Location","Logement"
"TROIS_CL_DPE","VERSION_2012","2013-05-14",301.72,"E",18.06,"C",1975,155,47.563097,-2.1215,"La Butte du Moulin 56130 Théhillac",0.83,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-26",249,"E",38,"E",1975,82,48.721748999999996,7.0804800000000006,"12 Route de Sarrebourg 57400 Buhl-Lorraine",0.74,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-06-09",0,"N",0,"N",1974,58.65,47.358457,3.388988,"12 Rue du Vieux Marché 58210 Varzy",0.77,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-11",297,"E",16,"C",2001,90,50.350460999999996,3.502216,"5 Clos des Tonneliers 59300 Valenciennes",0.96,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-14",397,"F",92,"G",1947,68.26,49.430703,2.082837,"51 Place Jeanne Hachette 60000 Beauvais",0.96,"Location","Logement"
"FACTURE - DPE","V2012","2013-05-23",213.65,"D",48.02,"E",1948,94,48.934853000000004,0.199883,"7 Rue de Lisieux 61120 Vimoutiers",0.68,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-13",429.9,"F",81.38,"G",1960,88.98,50.578615,2.625859,"96 Rue de Merville 62232 Hinges",0.76,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-30",147.45,"C",34.5,"D",1982,93,45.772932,3.187261,"24 Rue du 19 Mars 1962 63370 Lempdes",0.61,"Location","Maison Individuelle"
"3CL - DPE","V2012","2013-05-15",188.72,"D",44.16,"E",1940,204,43.399048,-1.660177,"40 Rue de Sainte Barbe 64500 Saint-Jean-de-Luz",0.77,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-28",223,"D",52,"E",1947,48.3,42.910251,0.180546,"Avenue du Tourmalet 65200 Bagnères-de-Bigorre",0.46,"Vente","Logement"
"3CL - DPE","V2012","2013-05-10",340.55,"F",16.47,"C",1970,25.14,42.699505,2.881698,"1 Rue de Thues 66000 Perpignan",0.77,"Location","Logement"
"3CL - DPE","V2012","2013-05-23",204,"D",21,"D",1974,0,48.661653,7.476214,"6 Rue de la Montée 67310 Hohengœft",0.61,"Vente","Maison Individuelle"
"FACTURE","VERSION_2012","2013-05-23",132.82,"C",4.32,"A",2001,533.5,47.729634999999995,7.292302,"33 Rue Jacques Mugnier 68200 Mulhouse",0.62,"Vente","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation"
"3CL - DPE","V2012","2013-05-06",234.5,"E",9.74,"B",2007,36.94,45.766544,4.8685529999999995,"11 Rue Anatole France 69100 Villeurbanne",0.82,"Location","Logement"
"Méthode Facture",,"2013-06-21",296,"E",9,"B",1947,52,47.422318,6.071261,"2 Rue du Pays Neuf 70190 Rioz",0.94,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-24",245,"E",59,"F",1947,116,46.465136,4.657364,"Lournand",0.56,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-27",74.07,"B",17.33,"C",2006,3770.92,48.022475,0.16453800000000002,"Rue Lamarck 72000 Le Mans",0.41,"Neuf","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-28",601,"G",38,"E",1978,75.21,45.525221,5.698981,"480 Rte du Genin 73330 Domessin",0.73,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-17",532,"G",31,"D",1948,49,46.059753,6.362323,"154 R Saint Maurice 74800 Saint-Pierre-en-Faucigny",0.88,"Location","Logement"
"Méthode Facture",,"2013-05-07",316,"E",74,"F",1947,73.5,48.877805,2.395377,"3 Rue des Lilas 75019 Paris",0.96,"Vente","Logement"
"3CL - DPE","V2012","2013-05-18",87.16,"B",3.83,"A",2006,81.77,49.476939,1.121233,"35 Sente Fairouelle 76230 Bois-Guillaume",0.68,"Location","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-15",198,"D",41,"E",1989,92,48.901373,2.880721,"26 Rue de Crécy 77860 Quincy-Voisins",0.95,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-11",224,"D",52,"E",1948,133,48.80747,1.9643400000000002,"10 Rue Raoul Dufy 78370 Plaisir",0.95,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-14",0,"N",0,"N",1947,90,46.207991,-0.185406,"Chemin de la Fontaine 79500 Saint-Romans-lès-Melle",0.71,"Location","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-07",477.12,"G",108.86,"G",1948,50,50.106889,2.261209,"7 Rue des Juifs 80750 Candas",0.74,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-06-04",166,"D",4,"A",1947,184,43.647898,1.9762669999999998,"1 Rue Dupuy-montbrun 81220 Saint-Paul-Cap-de-Joux",0.85,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-08",281,"E",10,"B",2006,20,43.914601,1.3759649999999999,"704 Avenue Jean Jaurès 82370 Labastide-Saint-Pierre",0.84,"Location","Logement"
"3CL - DPE","V2012","2013-05-03",200.11,"D",46.83,"E",1970,65.13,43.108383,5.869729,"Avenue Rosa Luxemburg 83500 La Seyne-sur-Mer",0.78,"Location","Logement"
"3CL - DPE","V2012","2013-05-17",278.95,"E",65.27,"F",1900,53.1,43.947235,4.813901,"29 Rue Thiers 84000 Avignon",0.83,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-18",209,"D",10,"B",2003,94.99,46.364638,-0.603615,"4 Rue des Pisporettes 85490 Benet",0.94,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-21",303,"E",18,"C",1948,78.55,46.671898,0.396894,"2 Rue du Champ de Foire 86130 Saint-Georges-lès-Baillargeaux",0.9,"Location","Maison Individuelle"
"Méthode Facture",,"2013-05-23",287,"E",44,"E",1947,65,45.677402,1.197861,"Le Petit Mas 87800 Nexon",0.94,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-23",202.29,"D",7.83,"B",2010,132,48.347152,6.535394999999999,"12 Rue de la Forêt 88700 Moyemont",0.76,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-06-06",199.06,"D",9.84,"B",2009,145.88,47.855953,3.102606,"16 Rue de Ponessant 89120 Charny Orée de Puisaye",0.41,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-06-05",209.99,"D",49.14,"E",1948,52.5,47.647455,6.853605,"7 Rue de Lille 90000 Belfort",0.83,"Vente","Logement"
"3CL - DPE","V2012","2013-05-07",360.18,"F",84.28,"G",1974,42.9,48.680164000000005,2.343848,"70 Avenue Charles de Gaulle 91600 Savigny-sur-Orge",0.8,"Location","Logement"
"Méthode Facture",,"2013-05-13",0,"N",0,"N",1,118.33,48.909408,2.285629,"85 Avenue de la Marne 92600 Asnières-sur-Seine",0.96,"Vente","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation"
"FACTURE - DPE","V2012","2013-05-14",227.3,"D",7.4,"B",1988,,48.909459999999996,2.398087,"155 Avenue Jean Jaurès 93300 Aubervilliers",0.87,"Vente","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation"
"Méthode Facture",,"2013-05-15",195,"D",45,"E",1947,83,48.721185999999996,2.534306,"1 Allee des Tamaris 94440 Villecresnes",0.95,"Vente","Logement"
"Méthode Facture",,"2013-05-14",539,"G",17,"C",1947,43.9,49.034923,2.00044,"26 Rue Raymond Berrivin 95800 Courdimanche",0.95,"Location","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-14",330,"E",19,"C",1948,72,46.171081,4.800532,"10 Rue Louis Marchand 01140 Thoissey",0.94,"Location","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-29",338,"F",79,"F",1948,74,49.38623,3.342742,"6 Rue de l'Arbre à l'Oiseau 02200 Soissons",0.95,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-28",0,"N",0,"N",1947,75.56,46.285987,2.740988,"39 Rue Denis Papin 03600 Commentry",0.95,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-06-19",0,"N",0,"N",1,76.49,43.8256,5.788054,"79 Avenue de Lattre de Tassigny 04100 Manosque",0.95,"Vente","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-13",431,"F",24,"D",1975,55.03,44.974634,6.507129,"75 Rue de la Piscine 05220 Le Monêtier-les-Bains",0.77,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-04",198,"D",7,"B",1989,27.18,43.54861,6.9779100000000005,"11 Avenue Pierre Semard 06150 Cannes",0.61,"Vente","Logement"
"TROIS_CL_DPE","VERSION_2012","2013-05-30",584.47,"G",35.88,"D",1984,70,43.655604,4.117407,"La Condamine 34400 Saint-Just",0.5,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-06-11",170.3,"D",39.85,"E",1974,78,49.510046,4.355872,"10 Boulevard Robert Masson 08300 Rethel",0.49,"Vente","Logement"
"FACTURE","VERSION_2012","2013-06-14",122.99,"C",28.78,"D",1900,113,43.116040000000005,1.607289,"59 Boulevard de la Liberation 09100 Pamiers",0.82,"Location","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-07",268,"E",62,"F",1948,55.92,48.304253,4.052775,"63 Boulevard Blanqui 10000 Troyes",0.71,"Vente","Logement"
"Méthode Facture",,"2013-05-22",249,"E",57,"F",1947,120.89,43.237434,3.119911,"19 Rue Victor Hugo 11110 Salles-d'Aude",0.94,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-21",254,"E",15,"C",1983,189,44.399021000000005,2.7022880000000002,"Lieu Dit le Puech de Laumet 12630 Montrozier",0.46,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-09",198,"D",7,"B",1989,162,43.272591,5.676309,"Peygros 13780 Cuges-les-Pins",0.5,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-15",215,"D",50,"E",1,56.77,49.185423,-0.358702,"9 Rue des Chanoines 14000 Caen",0.87,"Location","Logement"
"TROIS_CL_DPE","VERSION_2012","2013-06-28",308.19,"E",15.99,"C",1987,119,44.889396000000005,2.3746419999999997,"6 Rue des Artisans 15130 Sansac-de-Marmiesse",0.63,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-22",0,"N",0,"N",1900,215,45.66748,0.499558,"6 Rue d'Angoulême 16220 Montbron",0.64,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-03",343.54,"F",80.39,"F",1982,65,45.938181,-0.976261,"73 Rue Anatole France 17300 Rochefort",0.8,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-24",133.9,"C",4.36,"A",1970,0,47.328804999999996,2.8332450000000002,"Avenue de Verdun 18300 Sancerre",0.76,"Vente","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation"
"Méthode Facture",,"2013-06-15",0,"N",0,"N",1947,45.1,45.157857,1.532784,"20 Rue des Echevins 19100 Brive-la-Gaillarde",0.66,"Vente","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation"
"3CL - DPE","V2012","2013-05-23",509,"G",127,"G",1972,73,47.241823,5.227215,"6 Avenue de Bourgogne 21110 Genlis",0.78,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-14",272,"E",63,"F",1948,276,48.758878,-2.997156,"51 Rue de Sainte Barbe 22500 Paimpol",0.87,"Vente","Maison Individuelle"
"DPE VIERGE","V2012","2013-07-04",0,"N",0,"N",1969,102.15,45.930464,1.9385029999999999,"Rue des Ecoles 23460 Le Monteil-au-Vicomte",0.51,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-25",234,"E",21,"D",1982,72,45.039818,0.174844,"7 Rue Bernard Blier 24700 Montpon-Ménestérol",0.95,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-30",126,"C",20,"C",1947,236.68,47.2437,6.02666,"5 bis Avenue Denfert-rochereau 25000 Besançon",0.96,"Vente","Logement"
"Méthode Facture",,"2013-05-21",0,"N",0,"N",1947,110,44.90486,5.109098,"Châteaudouble",0.59,"Location","Logement"
"FACTURE - DPE","V2012","2013-05-24",238.81,"E",12.25,"C",2006,87.93,49.169748,1.347431,"Le Chemin Vert 27940 Le Val d'Hazey",0.38,"Neuf","Maison Individuelle"
"3CL - DPE","V2012","2013-05-23",145,"C",44,"E",1974,103,48.854473,1.437311,"Ruelle du Grand Cerf 28260 Anet",0.36,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-13",356.13,"F",41.47,"E",1948,102,48.088299,-4.327428,"21 Rue Auguste Brizeux 29100 Douarnenez",0.78,"Location","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-24",246,"E",12,"C",1983,38.57,41.536514000000004,9.279952999999999,"Marina Di Santa Giulia 20137 Porto-Vecchio",0.77,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-08-01",95,"C",22,"D",1948,103.5,42.702159,9.450432000000001,"1 Avenue Maréchal Sébastiani 20200 Bastia",0.89,"Vente","Logement"
"3CL - DPE","V2012","2013-05-17",386.5,"F",21.01,"D",1965,54.28,43.827104,4.362246,"16 Rue de Vérone 30000 Nîmes",0.76,"Location","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-03",152,"D",7,"B",2001,62.25,43.595345,1.415835,"1 Passage Roquemaurel 31300 Toulouse",0.97,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-14",160,"D",37,"E",1989,190,43.636241999999996,0.578469,"17 bis Rue du Bataillon de l'Armagnac 32000 Auch",0.95,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-04-17",120,"C",18,"C",1947,328.3,44.65481,-1.1711559999999999,"4 Allée Lakme 33120 Arcachon",0.89,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-13",140,"C",4,"A",2009,53.6,43.358065,3.241435,"10 Rue Albert Schweitzer 34500 Béziers",0.63,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-08",118,"C",27,"D",2001,69.23,48.079984,-1.714044,"12 Rue François Mitterrand 35136 Saint-Jacques-de-la-Lande",0.95,"Vente","Logement"
"Méthode Facture",,"2013-06-06",184,"D",43,"E",1947,53,46.801439,1.694784,"15 Rue des Aubrays 36000 Châteauroux",0.43,"Location","Logement"
"FACTURE - DPE","V2012","2013-05-29",193.44,"D",9.22,"B",2006,94.11,47.4599,1.033472,"Chemin du Haut Morier 37530 Limeray",0.49,"Neuf","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-16",230,"D",13,"C",1989,120,45.584481,5.239014,"3 Impasse des Frênes 38300 Domarin",0.94,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-06-06",217.13,"D",50.81,"E",1948,129.82,47.112149,5.46034,"3 Route de Foucherans 39100 Monnières",0.65,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-22",209,"D",10,"B",1989,98.45,43.598417,-1.4327299999999998,"5 Impasse des Geais 40530 Labenne",0.95,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-22",103,"C",4,"A",2006,162,47.30621,1.7681509999999998,"118 Rue de la Marcottiere 41200 Villefranche-sur-Cher",0.94,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-21",510,"G",8,"B",1974,160,45.662039,4.269146,"422 Chemin du Surget 42210 Saint-André-le-Puy",0.86,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-06-05",112,"C",20,"C",2006,170.34,45.339412,4.313052,"Rue Bayon 43240 Saint-Just-Malmont",0.67,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-13",258.45,"E",12.32,"C",1990,55.4,47.207498,-1.513024,"16 Rue de la Boulogne 44230 Saint-Sébastien-sur-Loire",0.85,"Vente","Logement"
"3CL - DPE","V2012","2013-05-02",188.59,"D",8.59,"B",2000,129.73,47.789637,2.207105,"3 Allée des Bouleaux 45510 Tigy",0.76,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-27",242,"E",10,"B",2006,104.6,44.943346999999996,1.8790529999999999,"Gagnac-sur-Cère",0.65,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-21",155,"D",36,"E",1989,49.28,44.277941,0.8823719999999999,"Rue de Picadou 47470 Beauville",0.56,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-07-16",351,"C",74,"D",1947,1390.4,44.524491999999995,3.2660549999999997,"Place du Souvenir (Chirac) 48100 Bourgs sur Colagne",0.39,"Vente","Bâtiments ou partie de bâtiment à usage principal autre que d'habitation"
"FACTURE - DPE","V2012","2013-05-23",0,"N",0,"N",1948,54.02,47.47457,-0.562954,"8 Rue Corne de Cerf 49100 Angers",0.8,"Vente","Logement"
"Méthode Facture",,"2013-05-14",315,"E",16,"C",1947,82,49.638919,-1.632873,"14 Rue Amiral d'Abosville 50100 Cherbourg-en-Cotentin",0.65,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-23",306,"E",12,"C",1978,154,48.657979,3.693897,"1 Ruelle Lubin 51120 Barbonne-Fayel",0.94,"Location","Maison Individuelle"
"3CL - DPE","V2012","2013-06-24",0,"N",0,"N",1974,0,48.193002,5.587585,"7 Rue du General Leclerc 52150 Bourmont-entre-Meuse-et-Mouzon",0.6,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-27",0,"N",0,"N",1947,48,47.791308,-0.44148699999999996,"14 La Grande Rue 53290 Saint-Denis-d'Anjou",0.81,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-23",179,"D",42,"E",1947,48.64,48.679249,6.179601,"104 Bd Jean Jaures 54000 Nancy",0.87,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-06-13",344,"F",56,"F",1948,211,48.784306,5.168824,"24 Rue du Docteur Champion 55000 Behonne",0.94,"Vente","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-05-14",312.12,"E",93.63,"G",1974,85.17,48.066069,-2.890707,"5 Rue des Marronniers 56920 Noyal-Pontivy",0.81,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-26",0,"N",0,"N",1974,0,49.329646999999994,6.06358,"34 Rue Marechal Foch 57700 Hayange",0.43,"Vente","Logement"
"Méthode Facture",,"2013-06-10",0,"N",0,"N",1947,71,47.334734999999995,3.927139,"Le Meix 58140 Chalaux",0.44,"Vente","Maison Individuelle"
"TROIS_CL_DPE","VERSION_2012","2013-05-11",361.8,"F",20.37,"C",1950,71,51.050349,2.399258,"1 Rue Bir Hakeim 59240 Dunkerque",0.5,"Vente","Logement"
"3CL - DPE","V2012","2013-05-16",230.85,"D",54.02,"E",1974,34.51,49.18843,2.460131,"14 Rue d'Orgemont 60500 Chantilly",0.78,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-23",0,"N",0,"N",1948,107,48.84729,0.321804,"Grande Criere 61230 Chaumont",0.66,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-14",225.73,"D",46.87,"E",1965,109,50.488104,2.656099,"4 Rue de Verquin 62290 Nœux-les-Mines",0.8,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-28",255.4,"E",35.83,"D",1975,76,45.764083,3.109099,"7 Rue Alexis Carrel 63000 Clermont-Ferrand",0.81,"Location","Logement"
"3CL - DPE","V2012","2013-05-16",7.45,"A",1.74,"A",1932,220,43.372223,-1.7648150000000002,"26 Rue des Seringats 64700 Hendaye",0.8,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-28",213,"D",8,"B",2006,49,43.232085999999995,0.071525,"6 Cours de Reffye 65000 Tarbes",0.61,"Location","Logement"
"3CL - DPE","V2012","2013-05-10",259.09,"E",13.84,"C",1983,85,42.660173,2.888784,"80 Rue Rene Leriche 66100 Perpignan",0.81,"Vente","Maison Individuelle"
"3CL - DPE","V2012","2013-05-22",305.61,"E",16.37,"C",2004,69.11,48.560379,7.498374,"4 a Rue de Buehl 67120 Avolsheim",0.6,"Vente","Logement"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-24",268,"E",12,"C",1978,82,48.002134000000005,7.109546000000001,"Lameysberg 68380 Breitenbach-Haut-Rhin",0.94,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-06",250,"E",8,"B",1947,58.2,45.765127,4.856859,"8 Rue Fournet 69006 Lyon",0.96,"Vente","Logement"
"Méthode Facture",,"2013-06-21",360,"F",11,"C",1947,76.38,47.422318,6.071261,"2 Rue du Pays Neuf 70190 Rioz",0.94,"Vente","Maison Individuelle"
"Méthode Facture",,"2013-05-27",289,"E",8,"B",1947,122,46.499417,4.603219,"La Tour de Zuble (Massy) 71250 La Vineuse sur Fregande",0.5,"Vente","Maison Individuelle"
"FACTURE - DPE","V2012","2013-05-27",74.07,"B",17.33,"C",2006,3770.92,48.022475,0.16453800000000002,"Rue Lamarck 72000 Le Mans",0.41,"Neuf","Maison Individuelle"
"Méthode Facture",,"2013-05-29",356,"F",11,"C",1947,193,45.600883,5.626837,"308 Che de la Digue 73240 Saint-Genix-les-Villages",0.41,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-17",311,"E",18,"C",1996,63.55,46.366725,6.489772,"41 Av de l'Ermitage 74200 Thonon-les-Bains",0.59,"Vente","Logement"
"Méthode Facture",,"2013-05-07",196,"D",46,"E",1947,165.3,48.874301,2.280735,"9 Rue Marbeau 75016 Paris",0.82,"Vente","Logement"
"FACTURE","VERSION_2012","2013-05-19",268.54,"E",8.74,"B",1976,34.34,49.425622,1.083244,"64 Rue Méridienne 76100 Rouen",0.78,"Location","Logement"
"TROIS_CL_DPE","VERSION_2012","2013-05-15",226.71,"D",9.51,"B",1994,104,48.395919,2.8140110000000003,"60 bis Rue du Panorama 77670 Vernou-la-Celle-sur-Seine",0.84,"Vente","Maison Individuelle"
"Méthode 3CL","3CL-DPE, version 1.3","2013-05-11",324,"E",19,"C",1983,130,48.815079,2.0029939999999997,"10 Impasse des 3 Coings 78450 Villepreux",0.79,"Vente","Maison Individuelle"
